# started on Sun Aug  9 13:02:09 2026

135317.602570,,task-clock:u,135317602570,100.00,1.301,CPUs utilized
318736536938,,cycles:u,135301421208,100.00,2.355,GHz
452865296448,,instructions:u,135301421208,100.00,1.42,insn per cycle,,,,
45777007916,,branches:u,135301421208,100.00,338.293,M/sec
176191208,,branch-misses:u,135301421208,100.00,0.38,of all branches
