label	variant	real_seconds	rc	done	trajectory_sha	log_sha	nc_count
W0	WARMUP_A	106.555	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	5b4e4c05410032370fc88ccd47aebadb63c50b07c97fd4d593ce655c2ec08239	0
A1	FROZEN_A	104.866	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	27f6b63cd1726717e418a83622a5ea92d3d700274725ab2e38d3c8907276ac2e	0
AP1	REBUILD_APRIME	104.444	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	8d1bf59878ad8a9b3bb36d744861d12849944f7dfbc5d22f88455bccc09441a5	0
AP2	REBUILD_APRIME	104.407	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	118d9483187c48a16d03e08335dae2db3440227fa9031aa32ce4541ae1602a0a	0
A2	FROZEN_A	102.598	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	57660f2a4f58f21f696450089e8b9a0653b79683c5b2026315950d2697a1fdef	0
AP3	REBUILD_APRIME	103.455	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	9d4975ae56ab1bee63ef0910a175178361f80af59e6c18f1cdd21f7d21f54f3c	0
B1	G1_STRIP	103.170	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	3381fee726c495a4f1a49e73b7dc7be30bdee2f1ac23bf8a06e763dcdb12c469	0
B2	G1_STRIP	103.663	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	353ac8ecc09256318355ce41ccb3525945a7ca966032f06c520f4043bb4fa795	0
AP4	REBUILD_APRIME	102.993	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	e6ca7b56aac1d3d75520dc996654d39c9c8f6e3c78d28e9da88f0dcf4763a90c	0
