label	variant	real_seconds	rc	done	trajectory_sha	log_sha	nc_count
A1	O33	129.687	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	da832e5e8e6ed7be330551173186236866ad09181dae5f8b815ccfc74253a4ac	0
B1	O33_NORECVZERO	129.371	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	fe9190d2f449ad28c8b583782dfd58f68fde4d65f0a3b96deedf8c66c06142ea	0
B2	O33_NORECVZERO	128.699	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	3f7cf126a44b990dcb5572751b57d20934a7a198f4dfefcb141f8f6e819b6809	0
A2	O33	124.995	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	84fffb62a2dda770337059e2f477732c6376a0c93da52a412b6fa25a8feb5ac9	0
