label	variant	real_seconds	rc	done	trajectory_sha	log_sha	nc_count
A1	STRIPES	128.132	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	d450d6217838953d6156f8e2e9db3151f0552a1456f54323789ec280b3acaf29	0
B1	SQUARE4X4	125.746	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	f4fa0e29793f33e5ae01a82e3bd6891a240a5d277d93dcff647c537cc6674caa	0
B2	SQUARE4X4	124.383	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	8616780d1760d617e822a30d5b478bbb76d5d97203e5a59b853b0b112ee2e1f7	0
A2	STRIPES	123.998	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	2a400fc3baeb35713253811200bc38cc82840216627b0d845280839e66fed2c7	0
