# started on Sun Aug  9 13:02:09 2026

135545.636441,,task-clock:u,135545636441,100.00,1.305,CPUs utilized
319881895187,,cycles:u,135529293621,100.00,2.360,GHz
468511720711,,instructions:u,135529293621,100.00,1.46,insn per cycle,,,,
48269275737,,branches:u,135529293621,100.00,356.111,M/sec
176583825,,branch-misses:u,135529293621,100.00,0.37,of all branches
