# started on Sun Aug  9 13:02:09 2026

135183.281039,,task-clock:u,135183281039,100.00,1.301,CPUs utilized
316555207805,,cycles:u,135171239769,100.00,2.342,GHz
446509194566,,instructions:u,135171239769,100.00,1.41,insn per cycle,,,,
44933013311,,branches:u,135171239769,100.00,332.386,M/sec
175800407,,branch-misses:u,135171239769,100.00,0.39,of all branches
