label	variant	real_seconds	rc	done	trajectory_sha	log_sha	nc_count
A1	O33	128.416	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	92677b0606bb0e3c22838ecb23e7416157aed28acca4ce6f1bef98c6a4c56a27	0
B1	O33_OMP4	125.030	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	14f24a4c232cd02b81011ccae4d6d7964bcfe58937b9ad4c5b9b3db65f70daa2	0
B2	O33_OMP4	125.012	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	37694b41c5926776c6ae5c62d57a8f6ef63db47861ff4efc04552fe81f3a1568	0
A2	O33	124.457	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	114d3b0152e3c5d61ba21cfd834a0200218e52bd95b87a7582a649ddbf6cb6fb	0
