label	variant	real_seconds	rc	done	trajectory_sha	log_sha	nc_count
W0	WARMUP_A	106.011	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	acdc81201eed290011b4435bbd36190627c56ecaa9f0f2fb0cd5da485eeb9fb8	0
A1	FROZEN_A	103.848	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	165953233a352b29ebd408e29f558a275b94e463a6ed4b9f3e8457ee29d66ed4	0
AP1	REBUILD_APRIME	103.169	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	24f183fd9cd022554b2c9f4340e9bed43853caed626cbddb3956293fa886e434	0
AP2	REBUILD_APRIME	104.179	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	29e0c59d7a695984fa67ba4a0dd319d2f8d3fbbc28b8325ba874c0c6bb359439	0
A2	FROZEN_A	109.827	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	1b0747081fea9b617752a442fc9e01f7f6a3453d23932aaaf06c939cbb099677	0
