label	variant	real_seconds	rc	done	trajectory_sha	log_sha	nc_count
A1	O33	129.238	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	cb3ac92b4769cc81cc60ef8cbd6053ab0419fa98bae3e0e0248de3bd8d7a83a6	0
B1	O33_AVX2HOT	131.404	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	3a88f7ab6fd8b0d97c6152a6c1f89b250b90056a7f8f14932a571f1f4491625a	0
B2	O33_AVX2HOT	132.009	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	32528c1940cbc0341d202cee5428264f8b7f91f8551e1d51139ba7aef9a0d9bd	0
A2	O33	125.155	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	6b97b33fab19addef4c4415d6909fcbdc13c6ad46551c0d6ca51438d687bfdbe	0
