#rank=45	host=i17r2n10	pid=23470	events=457118	overflow=0	block_seconds=6.000000
op	caller	count	tag	peer_class	b0_calls	b0_gap_sum	b0_gap_max	b0_mpi_sum	b0_mpi_max	b1_calls	b1_gap_sum	b1_gap_max	b1_mpi_sum	b1_mpi_max	b2_calls	b2_gap_sum	b2_gap_max	b2_mpi_sum	b2_mpi_max
1	0x5e4722	108	2	8	290	0.000021600	0.000002090	0.000030180	0.000000570	10230	0.000652180	0.000006670	0.001079891	0.000010340	3517	0.000223290	0.000000600	0.000369820	0.000001060
1	0x5d4bb5	14805	3	-1	1	0.024497753	0.024497753	0.000005210	0.000005210	8	0.135508788	0.016991486	0.000018920	0.000003420	4	0.068837406	0.017925227	0.000007720	0.000002370
3	0x5e46a2	216	4	8	98	0.000011390	0.000002180	0.000085920	0.000001450	3912	0.000305570	0.000000750	0.002921004	0.000009030	1339	0.000104430	0.000000480	0.001114252	0.000001570
1	0x62420d	176868	4	-8	1	0.002960653	0.002960653	0.000001900	0.000001900	0	0.000000000	0.000000000	0.000000000	0.000000000	0	0.000000000	0.000000000	0.000000000	0.000000000
1	0x62ac22	192474	1	1	2	0.000022450	0.000021730	0.000000990	0.000000820	43	0.000032950	0.000009650	0.000013070	0.000000660	15	0.000007660	0.000000910	0.000004740	0.000000610
1	0x6481e0	71910	3	-1	1	0.000861860	0.000861860	0.000006600	0.000006600	8	0.008774988	0.001182841	0.000011330	0.000002000	4	0.004673065	0.001198871	0.000006120	0.000001960
1	0x5e1aea	312	4	-8	85	0.000050640	0.000002660	0.000014110	0.000000990	680	0.000403980	0.000004090	0.000132990	0.000000640	340	0.000205310	0.000002800	0.000055030	0.000000650
1	0x5e68b2	564	1	1	96	0.000007840	0.000000440	0.000008560	0.000000180	712	0.000056860	0.000000810	0.000086260	0.000010660	356	0.000028150	0.000000510	0.000040430	0.000001590
2	0x62e86c	12648	713	10	2	0.000005250	0.000004910	0.000228511	0.000227011	8	0.000008600	0.000004120	0.000015520	0.000003590	4	0.000006550	0.000004220	0.000007140	0.000002690
6	0x55fc42	463624	-1	-1	1	0.002733542	0.002733542	0.009757530	0.009757530	0	0.000000000	0.000000000	0.000000000	0.000000000	0	0.000000000	0.000000000	0.000000000	0.000000000
1	0x5e1aea	108	4	-8	290	0.000072570	0.000001110	0.000035410	0.000000610	10230	0.002504176	0.000011920	0.001074970	0.000007000	3517	0.000863050	0.000002410	0.000374721	0.000001150
1	0x62806d	7344	2	8	1	0.000000430	0.000000430	0.000010210	0.000010210	43	0.000026950	0.000002320	0.000067040	0.000012520	16	0.000008030	0.000000760	0.000031910	0.000013770
1	0x62ac22	7548	1	1	1	0.000001510	0.000001510	0.000000830	0.000000830	43	0.000046440	0.000007040	0.000020260	0.000001250	16	0.000011440	0.000001580	0.000007130	0.000000710
