label	variant	real_seconds	rc	done	trajectory_sha	log_sha	nc_count
A1	MPI64_OMP2	128.412	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	43f29731fa54ebdc81668546295495a67deadf90e0707c1f121c609397fe3faa	0
B1	MPI128_OMP1	168.451	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	bb17a7913a1b8e6b957680ef3d02677a26e70d7b9f093c67e9395364bacd810b	0
B2	MPI128_OMP1	167.936	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	d60034874a3a3c54135c7080e86334cb80c66faec874fc86929e94e33874f652	0
A2	MPI64_OMP2	126.234	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	0f3aea0b0ea35cf613ab0cbd92663e5437757103fef31ee9d28459c1e49ce6c7	0
