label	variant	real_seconds	rc	done	trajectory_sha	log_sha	nc_count
A1	O33_VALIDATED	127.272	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	690652cf2697150078294d30151ff4cce2f90d9d554f404f92272ecff48ac6b9	0
B1	O33_CLEAN_REBUILD	128.125	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	f327449af79d5843274bd3aeaebb23ad7642c562cae84824c519a7df06eb3b3d	0
B2	O33_CLEAN_REBUILD	127.794	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	8175500cb94c002aecc813d78014d5855bd557d94a4d2fce59a48ea982227ae2	0
A2	O33_VALIDATED	124.979	0	yes	fa498694109f9a578ca07133f55d8e58961dde55666ca5347707d86eb40e44b0	b6a11f64aac50f91f810ef710c0cde4f0bb365595a3c9e86075950984f0e126d	0
